,date,close_2Y,open_2Y,change_2Y,time,infringementdummy,ruleoflawdummy,budgetdummy,financialmarketsdummy,rate_mom,_merge,day_of_week
258,10/10/2014,1.8,1.803,0.0016639052,259,0,0,,0,0.0,Master only (1),Friday
265,10/17/2014,1.742,1.777,0.0196961,266,0,0,,0,0.0,Master only (1),Friday
272,10/24/2014,1.711,1.696,-0.0088443309,273,0,0,,0,0.0,Master only (1),Friday
279,10/31/2014,1.747,1.763,0.0090754582,280,0,0,,0,0.0,Master only (1),Friday
286,11/07/2014,1.847,1.852,0.0026997814,287,0,0,,0,0.0,Master only (1),Friday
292,11/14/2014,1.8329999,1.757,-0.043255534,293,0,0,,0,0.0,Master only (1),Friday
299,11/21/2014,1.772,1.852,0.043196566,300,0,0,,0,0.0,Master only (1),Friday
306,11/28/2014,1.725,1.756,0.017653769,307,0,0,,0,0.0,Master only (1),Friday
313,12/05/2014,1.895,1.855,-0.021563321,314,0,0,,0,0.0,Master only (1),Friday
320,12/12/2014,1.859,1.901,0.022093663,321,0,0,,0,0.0,Master only (1),Friday
327,12/19/2014,1.826,1.859,0.017751476,328,0,0,,0,0.0,Master only (1),Friday
334,12/26/2014,1.804,1.804,0.0,335,0,0,,0,0.0,Master only (1),Friday
341,01/02/2015,1.753,1.802,0.027192023,342,0,0,,0,0.0,Master only (1),Friday
348,01/09/2015,1.732,1.771,0.022021476,349,0,0,,0,0.0,Master only (1),Friday
355,01/16/2015,1.609,1.679,0.041691516,356,0,0,,0,0.0,Master only (1),Friday
362,01/23/2015,1.541,1.543,0.0012961596,363,0,0,,0,0.0,Master only (1),Friday
369,01/30/2015,1.563,1.558,-0.0032092396,370,0,0,,0,0.0,Master only (1),Friday
376,02/06/2015,1.643,1.592,-0.032035176,377,0,0,,0,0.0,Master only (1),Friday
382,02/13/2015,1.582,1.618,0.022249699,383,0,0,,0,0.0,Master only (1),Friday
389,02/20/2015,1.664,1.628,-0.022113031,390,0,0,,0,0.0,Master only (1),Friday
396,02/27/2015,1.612,1.571,-0.026098033,397,0,0,,0,0.0,Master only (1),Friday
