,dates,opening_values,closing_values
186,2021-09-20,1995.45,1997.05
187,2021-09-21,1996.6,1999.17
188,2021-09-22,1998.16,1998.74
189,2021-09-23,1997.01,1995.11
190,2021-09-24,1992.71,1994.13
191,2021-09-27,1995.64,1992.95
192,2021-09-28,1992.77,1989.59
193,2021-09-29,1991.9,1990.37
194,2021-09-30,1988.33,1986.22
195,2021-10-01,1986.32,1981.39
196,2021-10-04,1981.45,1974.96
197,2021-10-05,1975.81,1975.92
198,2021-10-06,1974.58,1974.24
199,2021-10-07,1968.1,1960.22
200,2021-10-08,1960.34,1955.51
201,2021-10-11,1952.81,1949.41
202,2021-10-12,1949.53,1948.29
203,2021-10-13,1944.36,1944.19
204,2021-10-14,1944.71,1945.16
205,2021-10-15,1942.54,1940.48
206,2021-10-18,1935.65,1931.82
207,2021-10-19,1932.76,1933.22
208,2021-10-20,1932.2,1935.74
209,2021-10-21,1935.5,1933.4
210,2021-10-22,1931.36,1928.32
211,2021-10-25,1927.83,1924.3
212,2021-10-26,1924.41,1924.96
213,2021-10-27,1927.31,1931.29
214,2021-10-28,1928.82,1928.5
215,2021-10-29,1923.3,1922.89
217,2021-11-02,1922.85,1922.85
218,2021-11-03,1918.0,1918.0
219,2021-11-04,1918.35,1918.26
220,2021-11-05,1916.05,1906.14
221,2021-11-08,1904.66,1902.48
222,2021-11-09,1902.72,1900.55
223,2021-11-10,1894.6,1890.95
225,2021-11-12,1890.89,1890.46
226,2021-11-15,1890.53,1879.36
227,2021-11-16,1879.1,1879.2
228,2021-11-17,1882.86,1882.29
229,2021-11-18,1882.67,1882.49
230,2021-11-19,1864.7,1866.84
231,2021-11-22,1868.16,1868.25
232,2021-11-23,1867.49,1857.79
233,2021-11-24,1852.13,1853.07
234,2021-11-25,1854.57,1855.46
235,2021-11-26,1867.23,1874.85
236,2021-11-29,1874.97,1872.28
238,2021-12-01,1876.11,1872.13
239,2021-12-02,1871.22,1865.0
240,2021-12-03,1864.85,1865.54
241,2021-12-06,1867.65,1871.79
242,2021-12-07,1871.91,1876.49
243,2021-12-08,1877.53,1877.53
244,2021-12-09,1877.88,1877.8
245,2021-12-10,1874.36,1872.8
246,2021-12-13,1873.58,1876.13
247,2021-12-14,1875.45,1872.73
248,2021-12-15,1871.17,1870.59
249,2021-12-16,1874.59,1874.56
250,2021-12-17,1877.46,1877.46
251,2021-12-20,1877.58,1866.83
252,2021-12-21,1854.09,1850.71
253,2021-12-22,1848.84,1847.35
254,2021-12-23,1846.07,1844.89
256,2021-12-27,1844.36,1844.27
257,2021-12-28,1844.3,1846.79
258,2021-12-29,1844.47,1835.59
259,2021-12-30,1834.9,1836.74
