,dates,opening_values,closing_values
201,2018-10-09,1798.82,1800.45
202,2018-10-10,1800.31,1799.03
203,2018-10-11,1799.9,1801.82
204,2018-10-12,1801.57,1804.92
205,2018-10-15,1806.63,1805.17
206,2018-10-16,1804.78,1805.94
207,2018-10-17,1807.19,1807.14
208,2018-10-18,1807.23,1807.23
209,2018-10-19,1807.27,1804.87
210,2018-10-22,1804.84,1805.39
211,2018-10-23,1805.66,1808.25
212,2018-10-24,1809.13,1810.46
213,2018-10-25,1811.01,1809.3
214,2018-10-26,1809.1,1813.29
215,2018-10-29,1813.74,1812.41
216,2018-10-30,1811.98,1811.0
217,2018-10-31,1809.9,1809.18
219,2018-11-02,1808.4,1809.64
220,2018-11-05,1809.93,1811.27
221,2018-11-06,1811.29,1812.17
222,2018-11-07,1812.72,1810.84
223,2018-11-08,1808.76,1808.69
224,2018-11-09,1808.35,1810.11
226,2018-11-13,1810.49,1810.68
227,2018-11-14,1810.79,1809.25
228,2018-11-15,1809.49,1809.34
229,2018-11-16,1809.08,1807.35
230,2018-11-19,1809.8,1809.8
231,2018-11-20,1810.36,1811.8
232,2018-11-21,1811.73,1811.39
233,2018-11-22,1812.37,1810.35
234,2018-11-23,1810.17,1813.95
235,2018-11-26,1812.97,1813.3
236,2018-11-27,1814.0,1814.07
237,2018-11-28,1815.17,1814.1
238,2018-11-29,1815.36,1818.11
239,2018-11-30,1817.53,1821.96
240,2018-12-03,1821.73,1821.76
241,2018-12-04,1823.18,1821.19
242,2018-12-05,1822.26,1821.1
243,2018-12-06,1821.53,1824.37
244,2018-12-07,1824.43,1822.09
245,2018-12-10,1822.67,1823.39
246,2018-12-11,1823.91,1825.08
247,2018-12-12,1825.24,1827.7
248,2018-12-13,1828.2,1829.6
249,2018-12-14,1829.62,1831.41
250,2018-12-17,1831.38,1831.22
251,2018-12-18,1832.39,1833.59
252,2018-12-19,1833.63,1832.75
253,2018-12-20,1835.45,1835.82
254,2018-12-21,1835.16,1839.36
258,2018-12-27,1838.77,1839.02
259,2018-12-28,1839.08,1839.64
