,dates,opening_values,closing_values
147,2020-07-24,2012.9,2011.47
148,2020-07-27,2011.83,2012.37
149,2020-07-28,2012.5,2014.14
150,2020-07-29,2015.56,2014.67
151,2020-07-30,2015.25,2017.58
152,2020-07-31,2018.17,2018.8
153,2020-08-03,2018.12,2017.09
154,2020-08-04,2017.46,2019.65
155,2020-08-05,2019.5,2017.56
156,2020-08-06,2017.34,2018.54
157,2020-08-07,2018.71,2018.26
158,2020-08-10,2017.12,2019.08
159,2020-08-11,2018.14,2014.68
160,2020-08-12,2012.68,2015.85
161,2020-08-13,2016.51,2015.32
162,2020-08-14,2016.12,2015.9
163,2020-08-17,2015.91,2013.41
164,2020-08-18,2014.43,2010.54
165,2020-08-19,2011.84,2010.84
166,2020-08-20,2011.64,2013.38
167,2020-08-21,2013.6,2014.6
168,2020-08-24,2013.92,2013.22
169,2020-08-25,2010.51,2010.99
170,2020-08-26,2010.32,2011.14
171,2020-08-27,2011.97,2011.97
172,2020-08-28,2009.7,2007.9
173,2020-08-31,2008.67,2011.09
174,2020-09-01,2012.56,2012.34
175,2020-09-02,2013.15,2013.07
176,2020-09-03,2013.64,2013.25
177,2020-09-04,2013.25,2011.89
178,2020-09-07,2011.55,2011.49
179,2020-09-08,2011.71,2012.61
180,2020-09-09,2012.81,2013.18
181,2020-09-10,2014.18,2013.41
182,2020-09-11,2013.99,2014.53
183,2020-09-14,2014.83,2014.91
184,2020-09-15,2014.93,2014.65
185,2020-09-16,2014.97,2015.69
186,2020-09-17,2015.43,2016.08
187,2020-09-18,2015.87,2017.2
188,2020-09-21,2017.33,2019.2
189,2020-09-22,2019.24,2017.34
190,2020-09-23,2018.88,2016.18
191,2020-09-24,2018.11,2017.89
192,2020-09-25,2018.73,2019.52
193,2020-09-28,2019.26,2019.86
194,2020-09-29,2020.78,2020.59
195,2020-09-30,2020.62,2020.93
196,2020-10-01,2021.61,2021.33
197,2020-10-02,2021.92,2021.92
198,2020-10-05,2022.21,2020.57
199,2020-10-06,2019.64,2020.6
200,2020-10-07,2020.36,2021.62
201,2020-10-08,2022.64,2023.55
202,2020-10-09,2024.5,2024.56
203,2020-10-12,2024.97,2025.68
204,2020-10-13,2026.56,2027.23
205,2020-10-14,2027.91,2028.51
206,2020-10-15,2030.42,2029.63
207,2020-10-16,2028.94,2028.16
208,2020-10-19,2028.09,2028.96
209,2020-10-20,2030.03,2029.12
210,2020-10-21,2028.34,2028.68
211,2020-10-22,2028.95,2029.12
212,2020-10-23,2029.75,2029.41
213,2020-10-26,2031.02,2031.71
214,2020-10-27,2032.05,2033.51
215,2020-10-28,2034.89,2034.86
216,2020-10-29,2034.57,2035.59
217,2020-10-30,2036.11,2035.2
218,2020-11-02,2034.75,2034.74
219,2020-11-03,2034.7,2036.73
220,2020-11-04,2039.21,2039.62
221,2020-11-05,2040.79,2040.09
222,2020-11-06,2040.16,2040.24
223,2020-11-09,2040.79,2035.53
224,2020-11-10,2035.13,2031.86
226,2020-11-12,2033.26,2033.96
227,2020-11-13,2035.24,2035.62
228,2020-11-16,2036.39,2035.59
229,2020-11-17,2034.76,2035.56
230,2020-11-18,2037.37,2037.38
231,2020-11-19,2038.23,2037.62
232,2020-11-20,2036.82,2036.81
233,2020-11-23,2036.98,2034.96
234,2020-11-24,2034.12,2034.07
235,2020-11-25,2033.38,2033.15
236,2020-11-26,2033.02,2034.98
237,2020-11-27,2034.44,2033.47
238,2020-11-30,2034.39,2034.09
239,2020-12-01,2034.63,2032.1
240,2020-12-02,2032.43,2031.63
241,2020-12-03,2032.21,2031.55
242,2020-12-04,2029.81,2024.93
243,2020-12-07,2026.56,2027.99
244,2020-12-08,2028.54,2028.16
245,2020-12-09,2027.72,2027.67
246,2020-12-10,2027.66,2027.33
247,2020-12-11,2028.06,2028.49
248,2020-12-14,2028.96,2029.76
249,2020-12-15,2032.05,2032.93
250,2020-12-16,2031.6,2030.83
251,2020-12-17,2031.57,2032.79
252,2020-12-18,2031.89,2031.14
253,2020-12-21,2033.79,2033.83
254,2020-12-22,2033.93,2030.94
255,2020-12-23,2030.78,2030.65
258,2020-12-28,2031.07,2033.74
259,2020-12-29,2034.35,2033.06
260,2020-12-30,2035.73,2034.99
