,dates,opening_values,closing_values
217,2022-11-02,1624.1,1628.98
218,2022-11-03,1611.13,1632.67
219,2022-11-04,1638.48,1640.01
220,2022-11-07,1638.73,1651.47
221,2022-11-08,1650.74,1659.65
222,2022-11-09,1670.02,1669.63
223,2022-11-10,1683.45,1695.73
225,2022-11-14,1708.62,1701.09
226,2022-11-15,1699.8,1712.78
227,2022-11-16,1703.4,1713.4
228,2022-11-17,1713.17,1703.95
229,2022-11-18,1697.33,1709.41
230,2022-11-21,1711.26,1710.04
231,2022-11-22,1714.51,1725.29
232,2022-11-23,1714.37,1722.85
233,2022-11-24,1735.26,1733.89
234,2022-11-25,1727.76,1718.86
235,2022-11-28,1724.73,1724.97
236,2022-11-29,1735.59,1729.01
237,2022-11-30,1729.57,1737.14
238,2022-12-01,1749.7,1750.05
239,2022-12-02,1751.86,1750.7
240,2022-12-05,1751.03,1735.0
241,2022-12-06,1732.49,1739.77
242,2022-12-07,1741.78,1747.91
243,2022-12-08,1751.81,1753.15
244,2022-12-09,1751.83,1753.95
245,2022-12-12,1750.62,1747.16
246,2022-12-13,1740.89,1751.66
247,2022-12-14,1756.45,1755.77
248,2022-12-15,1754.99,1752.65
249,2022-12-16,1744.77,1741.38
250,2022-12-19,1740.43,1735.19
251,2022-12-20,1733.12,1739.8
252,2022-12-21,1741.42,1750.84
253,2022-12-22,1756.89,1746.31
254,2022-12-23,1746.16,1744.19
256,2022-12-27,1745.04,1744.61
257,2022-12-28,1746.14,1746.12
258,2022-12-29,1739.75,1740.56
259,2022-12-30,1742.28,1744.32
