,dates,opening_values,closing_values
148,2014-07-28,1586.03,1586.44
149,2014-07-29,1586.16,1588.07
150,2014-07-30,1588.16,1585.99
151,2014-07-31,1585.31,1578.1
152,2014-08-01,1580.38,1575.25
153,2014-08-04,1577.53,1583.91
154,2014-08-05,1583.78,1575.57
155,2014-08-06,1575.72,1576.46
156,2014-08-07,1579.46,1580.66
157,2014-08-08,1579.26,1581.13
158,2014-08-11,1586.05,1585.06
159,2014-08-12,1582.37,1584.09
160,2014-08-13,1585.91,1587.25
161,2014-08-14,1591.0,1592.65
163,2014-08-18,1592.85,1595.2
164,2014-08-19,1595.6,1596.21
165,2014-08-20,1596.32,1595.11
166,2014-08-21,1594.45,1595.95
167,2014-08-22,1596.21,1596.64
168,2014-08-25,1596.89,1598.06
169,2014-08-26,1600.93,1600.85
170,2014-08-27,1601.62,1602.71
171,2014-08-28,1601.94,1599.95
172,2014-08-29,1600.22,1599.98
173,2014-09-01,1600.74,1601.87
174,2014-09-02,1602.45,1600.56
175,2014-09-03,1601.01,1605.93
176,2014-09-04,1608.31,1607.99
177,2014-09-05,1607.25,1611.08
178,2014-09-08,1612.25,1616.32
179,2014-09-09,1612.1,1608.74
180,2014-09-10,1605.0,1608.43
181,2014-09-11,1610.58,1608.68
182,2014-09-12,1606.25,1604.94
183,2014-09-15,1605.19,1606.7
184,2014-09-16,1608.39,1605.5
185,2014-09-17,1605.89,1607.99
186,2014-09-18,1606.71,1607.43
187,2014-09-19,1608.26,1608.85
188,2014-09-22,1610.31,1611.8
189,2014-09-23,1614.05,1612.57
190,2014-09-24,1613.35,1617.62
191,2014-09-25,1619.05,1620.38
192,2014-09-26,1619.45,1615.46
193,2014-09-29,1614.7,1614.98
194,2014-09-30,1614.16,1613.72
195,2014-10-01,1612.99,1617.66
196,2014-10-02,1617.55,1615.12
197,2014-10-03,1616.06,1614.64
198,2014-10-06,1616.77,1618.41
199,2014-10-07,1620.14,1620.79
200,2014-10-08,1623.06,1624.88
201,2014-10-09,1629.29,1631.74
202,2014-10-10,1630.8,1631.23
203,2014-10-13,1631.98,1632.78
204,2014-10-14,1634.77,1638.91
205,2014-10-15,1640.55,1640.62
206,2014-10-16,1635.38,1632.63
207,2014-10-17,1632.91,1636.49
208,2014-10-20,1638.6,1636.94
209,2014-10-21,1636.87,1638.05
210,2014-10-22,1639.75,1638.74
211,2014-10-23,1639.32,1639.02
212,2014-10-24,1639.52,1638.24
213,2014-10-27,1638.88,1637.68
214,2014-10-28,1637.83,1639.51
215,2014-10-29,1641.19,1641.24
216,2014-10-30,1639.55,1640.24
217,2014-10-31,1644.05,1643.73
218,2014-11-03,1644.19,1642.67
219,2014-11-04,1642.52,1644.71
220,2014-11-05,1644.1,1639.92
221,2014-11-06,1637.42,1638.6
222,2014-11-07,1634.36,1637.06
223,2014-11-10,1637.86,1639.33
225,2014-11-12,1641.11,1642.07
226,2014-11-13,1641.5,1646.59
227,2014-11-14,1645.66,1639.98
228,2014-11-17,1641.37,1640.35
229,2014-11-18,1641.07,1639.89
230,2014-11-19,1639.76,1636.85
231,2014-11-20,1638.18,1640.44
232,2014-11-21,1642.02,1646.39
233,2014-11-24,1646.82,1645.64
234,2014-11-25,1647.11,1647.15
235,2014-11-26,1650.03,1650.79
236,2014-11-27,1651.25,1650.98
237,2014-11-28,1653.57,1651.45
238,2014-12-01,1649.53,1647.84
239,2014-12-02,1645.89,1642.86
240,2014-12-03,1642.85,1641.11
241,2014-12-04,1639.75,1639.9
242,2014-12-05,1640.51,1637.24
243,2014-12-08,1636.43,1638.33
244,2014-12-09,1640.51,1639.94
245,2014-12-10,1639.53,1638.19
246,2014-12-11,1640.28,1638.34
247,2014-12-12,1638.96,1639.32
248,2014-12-15,1639.85,1643.31
249,2014-12-16,1641.13,1636.49
250,2014-12-17,1638.72,1639.04
251,2014-12-18,1642.41,1641.73
252,2014-12-19,1642.02,1641.04
253,2014-12-22,1642.49,1645.17
254,2014-12-23,1645.95,1646.0
258,2014-12-29,1644.65,1645.96
259,2014-12-30,1645.89,1645.73
